Invoice_No,Stock_Code,Description,Quantity,Date,Unit_Price,Customer_ID,Country,DayOfWeek,Month,Year,Quarter,DayOfMonth,Total_Revenue,Outlier
543546,DOT,DOTCOM POSTAGE,1,2011-02-09 16:52:00,206.15,Unknown,United Kingdom,Wednesday,2,2011,1,9,206.15,False
543595,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-02-10 12:19:00,165.0,16027.0,United Kingdom,Thursday,2,2011,1,10,165.0,False
543629,DOT,DOTCOM POSTAGE,1,2011-02-10 15:55:00,208.92,Unknown,United Kingdom,Thursday,2,2011,1,10,208.92,False
C543632,22655,VINTAGE RED KITCHEN CABINET,-1,2011-02-10 16:22:00,295.0,14842.0,United Kingdom,Thursday,2,2011,1,10,-295.0,True
543660,DOT,DOTCOM POSTAGE,1,2011-02-11 10:40:00,248.48,Unknown,United Kingdom,Friday,2,2011,1,11,248.48,False
543688,22828,REGENCY MIRROR WITH SHUTTERS,2,2011-02-11 11:36:00,145.0,15270.0,United Kingdom,Friday,2,2011,1,11,290.0,False
543732,DOT,DOTCOM POSTAGE,1,2011-02-11 12:02:00,198.21,Unknown,United Kingdom,Friday,2,2011,1,11,198.21,False
C543789,M,Manual,-1,2011-02-11 17:10:00,600.0,17450.0,United Kingdom,Friday,2,2011,1,11,-856.48,True
C543789,M,Manual,-1,2011-02-11 17:10:00,190.8,17450.0,United Kingdom,Friday,2,2011,1,11,-190.8,False
543826,DOT,DOTCOM POSTAGE,1,2011-02-14 09:41:00,168.19,Unknown,United Kingdom,Monday,2,2011,1,14,168.19,False
C543841,M,Manual,-1,2011-02-14 11:20:00,208.16,17095.0,United Kingdom,Monday,2,2011,1,14,-208.16,False
543909,DOT,DOTCOM POSTAGE,1,2011-02-14 12:32:00,127.24,Unknown,United Kingdom,Monday,2,2011,1,14,127.24,False
543985,DOT,DOTCOM POSTAGE,1,2011-02-15 09:44:00,138.5,Unknown,United Kingdom,Tuesday,2,2011,1,15,138.5,False
C544047,M,Manual,-1,2011-02-15 12:36:00,600.0,Unknown,United Kingdom,Tuesday,2,2011,1,15,-1435.79,True
C544049,BANK CHARGES,Bank Charges,-1,2011-02-15 12:39:00,566.37,Unknown,United Kingdom,Tuesday,2,2011,1,15,-566.37,True
C544054,M,Manual,-1,2011-02-15 12:41:00,600.0,Unknown,United Kingdom,Tuesday,2,2011,1,15,-869.55,True
544089,DOT,DOTCOM POSTAGE,1,2011-02-15 17:51:00,116.71,Unknown,United Kingdom,Tuesday,2,2011,1,15,111.86,False
544186,DOT,DOTCOM POSTAGE,1,2011-02-16 15:56:00,149.49,Unknown,United Kingdom,Wednesday,2,2011,1,16,149.49,False
544201,DOT,DOTCOM POSTAGE,1,2011-02-17 10:11:00,213.08,Unknown,United Kingdom,Thursday,2,2011,1,17,213.08,False
544202,DOT,DOTCOM POSTAGE,1,2011-02-17 10:29:00,143.04,Unknown,United Kingdom,Thursday,2,2011,1,17,143.04,False
544204,DOT,DOTCOM POSTAGE,1,2011-02-17 10:30:00,132.25,Unknown,United Kingdom,Thursday,2,2011,1,17,132.25,False
544205,DOT,DOTCOM POSTAGE,1,2011-02-17 10:31:00,207.79,Unknown,United Kingdom,Thursday,2,2011,1,17,207.79,False
544206,DOT,DOTCOM POSTAGE,1,2011-02-17 10:33:00,159.46,Unknown,United Kingdom,Thursday,2,2011,1,17,159.46,False
544207,DOT,DOTCOM POSTAGE,1,2011-02-17 10:34:00,185.83,Unknown,United Kingdom,Thursday,2,2011,1,17,185.83,False
544208,DOT,DOTCOM POSTAGE,1,2011-02-17 10:34:00,135.75,Unknown,United Kingdom,Thursday,2,2011,1,17,135.75,False
544323,DOT,DOTCOM POSTAGE,1,2011-02-17 15:51:00,179.94,Unknown,United Kingdom,Thursday,2,2011,1,17,179.94,False
544434,DOT,DOTCOM POSTAGE,1,2011-02-18 16:12:00,149.02,Unknown,United Kingdom,Friday,2,2011,1,18,149.02,False
C544575,BANK CHARGES,Bank Charges,-1,2011-02-21 13:58:00,134.76,Unknown,United Kingdom,Monday,2,2011,1,21,-134.76,False
C544576,BANK CHARGES,Bank Charges,-1,2011-02-21 14:01:00,149.16,Unknown,United Kingdom,Monday,2,2011,1,21,-149.16,False
C544577,M,Manual,-1,2011-02-21 14:02:00,320.69,12365.0,Cyprus,Monday,2,2011,1,21,-320.69,True
544578,M,Manual,1,2011-02-21 14:04:00,320.69,12365.0,Cyprus,Monday,2,2011,1,21,320.69,True
C544581,S,SAMPLES,-1,2011-02-21 14:32:00,116.71,Unknown,United Kingdom,Monday,2,2011,1,21,-107.99,False
C544583,S,SAMPLES,-1,2011-02-21 14:48:00,128.56,Unknown,United Kingdom,Monday,2,2011,1,21,-128.56,False
C544584,BANK CHARGES,Bank Charges,-1,2011-02-21 14:52:00,116.71,Unknown,United Kingdom,Monday,2,2011,1,21,-109.84,False
C544587,AMAZONFEE,AMAZON FEE,-1,2011-02-21 15:07:00,600.0,Unknown,United Kingdom,Monday,2,2011,1,21,-5575.28,True
C544589,AMAZONFEE,AMAZON FEE,-1,2011-02-21 15:11:00,600.0,Unknown,United Kingdom,Monday,2,2011,1,21,-5258.77,True
544598,DOT,DOTCOM POSTAGE,1,2011-02-21 18:10:00,144.15,Unknown,United Kingdom,Monday,2,2011,1,21,144.15,False
544599,DOT,DOTCOM POSTAGE,1,2011-02-21 18:15:00,198.77,Unknown,United Kingdom,Monday,2,2011,1,21,198.77,False
544681,DOT,DOTCOM POSTAGE,1,2011-02-22 16:28:00,140.19,Unknown,United Kingdom,Tuesday,2,2011,1,22,140.19,False
544684,DOT,DOTCOM POSTAGE,1,2011-02-22 16:32:00,172.99,Unknown,United Kingdom,Tuesday,2,2011,1,22,172.99,False
544766,DOT,DOTCOM POSTAGE,1,2011-02-23 11:09:00,136.38,Unknown,United Kingdom,Wednesday,2,2011,1,23,136.38,False
544767,DOT,DOTCOM POSTAGE,1,2011-02-23 11:10:00,116.71,Unknown,United Kingdom,Wednesday,2,2011,1,23,100.17,False
544768,DOT,DOTCOM POSTAGE,1,2011-02-23 11:10:00,134.04,Unknown,United Kingdom,Wednesday,2,2011,1,23,134.04,False
544770,DOT,DOTCOM POSTAGE,1,2011-02-23 11:11:00,124.79,Unknown,United Kingdom,Wednesday,2,2011,1,23,124.79,False
544771,DOT,DOTCOM POSTAGE,1,2011-02-23 11:12:00,137.33,Unknown,United Kingdom,Wednesday,2,2011,1,23,137.33,False
544772,DOT,DOTCOM POSTAGE,1,2011-02-23 11:12:00,161.04,Unknown,United Kingdom,Wednesday,2,2011,1,23,161.04,False
544812,DOT,DOTCOM POSTAGE,1,2011-02-23 15:58:00,170.54,Unknown,United Kingdom,Wednesday,2,2011,1,23,170.54,False
544824,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-02-24 09:32:00,165.0,17139.0,United Kingdom,Thursday,2,2011,1,24,165.0,False
544824,22823,CHEST NATURAL WOOD 20 DRAWERS,1,2011-02-24 09:32:00,125.0,17139.0,United Kingdom,Thursday,2,2011,1,24,125.0,False
544911,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-02-24 15:01:00,165.0,16838.0,United Kingdom,Thursday,2,2011,1,24,165.0,False
544928,DOT,DOTCOM POSTAGE,1,2011-02-24 18:07:00,189.91,Unknown,United Kingdom,Thursday,2,2011,1,24,189.91,False
545025,DOT,DOTCOM POSTAGE,1,2011-02-25 14:40:00,137.96,Unknown,United Kingdom,Friday,2,2011,1,25,137.96,False
545078,DOT,DOTCOM POSTAGE,1,2011-02-28 10:15:00,147.49,Unknown,United Kingdom,Monday,2,2011,1,28,147.49,False
545158,22655,VINTAGE RED KITCHEN CABINET,1,2011-02-28 13:28:00,125.0,15874.0,United Kingdom,Monday,2,2011,1,28,125.0,False
545158,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-02-28 13:28:00,125.0,15874.0,United Kingdom,Monday,2,2011,1,28,125.0,False
545176,M,Manual,1,2011-02-28 14:19:00,600.0,Unknown,United Kingdom,Monday,2,2011,1,28,764.12,True
545215,DOT,DOTCOM POSTAGE,1,2011-02-28 16:47:00,265.19,Unknown,United Kingdom,Monday,2,2011,1,28,265.19,False
545216,DOT,DOTCOM POSTAGE,1,2011-02-28 16:50:00,157.08,Unknown,United Kingdom,Monday,2,2011,1,28,157.08,False
545217,DOT,DOTCOM POSTAGE,1,2011-02-28 16:59:00,172.62,Unknown,United Kingdom,Monday,2,2011,1,28,172.62,False
545305,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-03-01 12:58:00,165.0,15257.0,United Kingdom,Tuesday,3,2011,1,1,165.0,False
545317,DOT,DOTCOM POSTAGE,1,2011-03-01 14:14:00,148.67,Unknown,United Kingdom,Tuesday,3,2011,1,1,148.67,False
C545329,M,Manual,-1,2011-03-01 15:47:00,280.05,12352.0,Norway,Tuesday,3,2011,1,1,-280.05,False
C545329,M,Manual,-1,2011-03-01 15:47:00,183.75,12352.0,Norway,Tuesday,3,2011,1,1,-183.75,False
C545330,M,Manual,-1,2011-03-01 15:49:00,376.5,12352.0,Norway,Tuesday,3,2011,1,1,-376.5,True
545332,M,Manual,1,2011-03-01 15:52:00,376.5,12352.0,Norway,Tuesday,3,2011,1,1,376.5,True
545332,M,Manual,1,2011-03-01 15:52:00,280.05,12352.0,Norway,Tuesday,3,2011,1,1,280.05,False
545332,M,Manual,1,2011-03-01 15:52:00,183.75,12352.0,Norway,Tuesday,3,2011,1,1,183.75,False
545333,DOT,DOTCOM POSTAGE,1,2011-03-01 16:22:00,155.31,Unknown,United Kingdom,Tuesday,3,2011,1,1,155.31,False
545336,M,Manual,2,2011-03-01 16:53:00,275.6,12428.0,Finland,Tuesday,3,2011,1,1,551.2,False
545345,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-03-02 09:33:00,165.0,14180.0,United Kingdom,Wednesday,3,2011,1,2,165.0,False
545464,DOT,DOTCOM POSTAGE,1,2011-03-03 09:10:00,201.64,Unknown,United Kingdom,Thursday,3,2011,1,3,201.64,False
545543,22655,VINTAGE RED KITCHEN CABINET,1,2011-03-03 14:43:00,125.0,13476.0,United Kingdom,Thursday,3,2011,1,3,125.0,False
545543,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-03-03 14:43:00,125.0,13476.0,United Kingdom,Thursday,3,2011,1,3,125.0,False
545568,DOT,DOTCOM POSTAGE,1,2011-03-03 16:22:00,226.19,Unknown,United Kingdom,Thursday,3,2011,1,3,226.19,False
545667,DOT,DOTCOM POSTAGE,1,2011-03-04 16:07:00,176.48,Unknown,United Kingdom,Friday,3,2011,1,4,176.48,False
545698,22826,LOVE SEAT ANTIQUE WHITE METAL,1,2011-03-06 14:44:00,195.0,15572.0,United Kingdom,Sunday,3,2011,1,6,195.0,False
545714,DOT,DOTCOM POSTAGE,1,2011-03-07 10:12:00,130.58,Unknown,United Kingdom,Monday,3,2011,1,7,130.58,False
545715,DOT,DOTCOM POSTAGE,1,2011-03-07 10:13:00,180.92,Unknown,United Kingdom,Monday,3,2011,1,7,180.92,False
545716,DOT,DOTCOM POSTAGE,1,2011-03-07 10:15:00,192.29,Unknown,United Kingdom,Monday,3,2011,1,7,192.29,False
545717,DOT,DOTCOM POSTAGE,1,2011-03-07 10:15:00,147.13,Unknown,United Kingdom,Monday,3,2011,1,7,147.13,False
545719,22828,REGENCY MIRROR WITH SHUTTERS,2,2011-03-07 10:28:00,145.0,13344.0,United Kingdom,Monday,3,2011,1,7,290.0,False
545759,22655,VINTAGE RED KITCHEN CABINET,2,2011-03-07 11:56:00,125.0,16316.0,United Kingdom,Monday,3,2011,1,7,250.0,False
545759,22656,VINTAGE BLUE KITCHEN CABINET,2,2011-03-07 11:56:00,125.0,16316.0,United Kingdom,Monday,3,2011,1,7,250.0,False
C545884,M,Manual,-1,2011-03-07 15:49:00,537.83,Unknown,United Kingdom,Monday,3,2011,1,7,-537.83,True
C545886,M,Manual,-1,2011-03-07 15:53:00,222.59,Unknown,United Kingdom,Monday,3,2011,1,7,-222.59,False
C545887,BANK CHARGES,Bank Charges,-1,2011-03-07 15:54:00,326.68,Unknown,United Kingdom,Monday,3,2011,1,7,-326.68,True
545895,DOT,DOTCOM POSTAGE,1,2011-03-07 17:14:00,249.02,Unknown,United Kingdom,Monday,3,2011,1,7,249.02,False
545897,DOT,DOTCOM POSTAGE,1,2011-03-07 17:22:00,218.64,Unknown,United Kingdom,Monday,3,2011,1,7,218.64,False
545900,22826,LOVE SEAT ANTIQUE WHITE METAL,1,2011-03-07 17:42:00,195.0,17817.0,United Kingdom,Monday,3,2011,1,7,195.0,False
545902,22655,VINTAGE RED KITCHEN CABINET,1,2011-03-07 17:55:00,125.0,15834.0,United Kingdom,Monday,3,2011,1,7,125.0,False
545902,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-03-07 17:55:00,125.0,15834.0,United Kingdom,Monday,3,2011,1,7,125.0,False
546007,DOT,DOTCOM POSTAGE,1,2011-03-08 15:34:00,146.1,Unknown,United Kingdom,Tuesday,3,2011,1,8,146.1,False
546008,DOT,DOTCOM POSTAGE,1,2011-03-08 15:43:00,187.89,Unknown,United Kingdom,Tuesday,3,2011,1,8,187.89,False
546028,22655,VINTAGE RED KITCHEN CABINET,2,2011-03-09 08:33:00,125.0,17049.0,United Kingdom,Wednesday,3,2011,1,9,250.0,False
546088,22826,LOVE SEAT ANTIQUE WHITE METAL,1,2011-03-09 11:44:00,195.0,12881.0,United Kingdom,Wednesday,3,2011,1,9,195.0,False
546136,DOT,DOTCOM POSTAGE,1,2011-03-09 16:32:00,199.33,Unknown,United Kingdom,Wednesday,3,2011,1,9,199.33,False
546306,DOT,DOTCOM POSTAGE,1,2011-03-10 16:16:00,147.03,Unknown,United Kingdom,Thursday,3,2011,1,10,147.03,False
C546325,M,Manual,-1,2011-03-11 10:15:00,600.0,14911.0,EIRE,Friday,3,2011,1,11,-1687.17,True
C546327,M,Manual,-1,2011-03-11 10:18:00,600.0,14911.0,EIRE,Friday,3,2011,1,11,-1687.17,True
546328,M,Manual,1,2011-03-11 10:19:00,600.0,14911.0,EIRE,Friday,3,2011,1,11,1687.17,True
546329,M,Manual,1,2011-03-11 10:22:00,600.0,14911.0,EIRE,Friday,3,2011,1,11,1687.17,True
546406,DOT,DOTCOM POSTAGE,1,2011-03-11 16:21:00,201.37,Unknown,United Kingdom,Friday,3,2011,1,11,201.37,False
546480,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-03-14 11:38:00,295.0,13452.0,United Kingdom,Monday,3,2011,1,14,295.0,True
C546557,M,Manual,-1,2011-03-15 09:44:00,600.0,Unknown,Hong Kong,Tuesday,3,2011,1,15,-2583.76,True
546558,M,Manual,1,2011-03-15 09:50:00,600.0,Unknown,Hong Kong,Tuesday,3,2011,1,15,2583.76,True
546649,DOT,DOTCOM POSTAGE,1,2011-03-15 14:17:00,133.13,Unknown,United Kingdom,Tuesday,3,2011,1,15,133.13,False
546650,DOT,DOTCOM POSTAGE,1,2011-03-15 14:17:00,116.71,Unknown,United Kingdom,Tuesday,3,2011,1,15,111.79,False
546651,DOT,DOTCOM POSTAGE,1,2011-03-15 14:17:00,116.71,Unknown,United Kingdom,Tuesday,3,2011,1,15,112.67,False
546652,DOT,DOTCOM POSTAGE,1,2011-03-15 14:18:00,167.58,Unknown,United Kingdom,Tuesday,3,2011,1,15,167.58,False
546653,DOT,DOTCOM POSTAGE,1,2011-03-15 14:18:00,155.46,Unknown,United Kingdom,Tuesday,3,2011,1,15,155.46,False
546654,DOT,DOTCOM POSTAGE,1,2011-03-15 14:18:00,125.96,Unknown,United Kingdom,Tuesday,3,2011,1,15,125.96,False
546655,DOT,DOTCOM POSTAGE,1,2011-03-15 14:19:00,122.58,Unknown,United Kingdom,Tuesday,3,2011,1,15,122.58,False
546656,DOT,DOTCOM POSTAGE,1,2011-03-15 14:19:00,172.54,Unknown,United Kingdom,Tuesday,3,2011,1,15,172.54,False
546728,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,2011-03-16 11:09:00,145.0,13983.0,United Kingdom,Wednesday,3,2011,1,16,290.0,False
546862,22828,REGENCY MIRROR WITH SHUTTERS,1,2011-03-17 15:34:00,165.0,16216.0,United Kingdom,Thursday,3,2011,1,17,165.0,False
546884,DOT,DOTCOM POSTAGE,1,2011-03-17 18:08:00,303.0,Unknown,United Kingdom,Thursday,3,2011,1,17,303.0,True
546888,DOT,DOTCOM POSTAGE,1,2011-03-17 18:15:00,237.89,Unknown,United Kingdom,Thursday,3,2011,1,17,237.89,False
546891,DOT,DOTCOM POSTAGE,1,2011-03-17 18:18:00,227.3,Unknown,United Kingdom,Thursday,3,2011,1,17,227.3,False
546892,DOT,DOTCOM POSTAGE,1,2011-03-17 18:20:00,192.44,Unknown,United Kingdom,Thursday,3,2011,1,17,192.44,False
546896,DOT,DOTCOM POSTAGE,1,2011-03-17 18:24:00,255.04,Unknown,United Kingdom,Thursday,3,2011,1,17,255.04,False
546933,M,Manual,1,2011-03-18 11:02:00,498.79,Unknown,United Kingdom,Friday,3,2011,1,18,498.79,True
546973,DOT,DOTCOM POSTAGE,1,2011-03-18 12:07:00,122.5,Unknown,United Kingdom,Friday,3,2011,1,18,122.5,False
546974,DOT,DOTCOM POSTAGE,1,2011-03-18 12:08:00,131.46,Unknown,United Kingdom,Friday,3,2011,1,18,131.46,False
546976,DOT,DOTCOM POSTAGE,1,2011-03-18 12:08:00,184.96,Unknown,United Kingdom,Friday,3,2011,1,18,184.96,False
546977,DOT,DOTCOM POSTAGE,1,2011-03-18 12:08:00,218.08,Unknown,United Kingdom,Friday,3,2011,1,18,218.08,False
C546987,AMAZONFEE,AMAZON FEE,-1,2011-03-18 12:56:00,600.0,Unknown,United Kingdom,Friday,3,2011,1,18,-5693.05,True
C546989,AMAZONFEE,AMAZON FEE,-1,2011-03-18 12:59:00,600.0,Unknown,United Kingdom,Friday,3,2011,1,18,-5225.03,True
547042,DOT,DOTCOM POSTAGE,1,2011-03-20 11:00:00,279.84,Unknown,United Kingdom,Sunday,3,2011,1,20,279.84,False
547064,22823,CHEST NATURAL WOOD 20 DRAWERS,1,2011-03-20 13:38:00,125.0,16096.0,United Kingdom,Sunday,3,2011,1,20,125.0,False
547248,DOT,DOTCOM POSTAGE,1,2011-03-22 09:23:00,197.33,Unknown,United Kingdom,Tuesday,3,2011,1,22,197.33,False
547249,DOT,DOTCOM POSTAGE,1,2011-03-22 09:27:00,192.43,Unknown,United Kingdom,Tuesday,3,2011,1,22,192.43,False
547250,DOT,DOTCOM POSTAGE,1,2011-03-22 09:30:00,253.24,Unknown,United Kingdom,Tuesday,3,2011,1,22,253.24,False
547385,DOT,DOTCOM POSTAGE,1,2011-03-22 15:48:00,116.71,Unknown,United Kingdom,Tuesday,3,2011,1,22,110.6,False
547386,DOT,DOTCOM POSTAGE,1,2011-03-22 15:52:00,131.22,Unknown,United Kingdom,Tuesday,3,2011,1,22,131.22,False
547397,DOT,DOTCOM POSTAGE,1,2011-03-22 16:55:00,146.29,Unknown,United Kingdom,Tuesday,3,2011,1,22,146.29,False
547398,DOT,DOTCOM POSTAGE,1,2011-03-22 16:55:00,141.42,Unknown,United Kingdom,Tuesday,3,2011,1,22,141.42,False
547399,DOT,DOTCOM POSTAGE,1,2011-03-22 16:55:00,155.25,Unknown,United Kingdom,Tuesday,3,2011,1,22,155.25,False
547400,DOT,DOTCOM POSTAGE,1,2011-03-22 16:56:00,116.71,Unknown,United Kingdom,Tuesday,3,2011,1,22,116.67,False
547547,DOT,DOTCOM POSTAGE,1,2011-03-23 15:30:00,116.71,Unknown,United Kingdom,Wednesday,3,2011,1,23,115.42,False
547551,DOT,DOTCOM POSTAGE,1,2011-03-23 15:55:00,128.25,Unknown,United Kingdom,Wednesday,3,2011,1,23,128.25,False
547552,DOT,DOTCOM POSTAGE,1,2011-03-23 15:55:00,169.29,Unknown,United Kingdom,Wednesday,3,2011,1,23,169.29,False
547788,DOT,DOTCOM POSTAGE,1,2011-03-25 12:00:00,175.28,Unknown,United Kingdom,Friday,3,2011,1,25,175.28,False
547814,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-03-25 14:19:00,295.0,13452.0,United Kingdom,Friday,3,2011,1,25,295.0,True
547830,DOT,DOTCOM POSTAGE,1,2011-03-25 15:50:00,220.71,Unknown,United Kingdom,Friday,3,2011,1,25,220.71,False
C547899,M,Manual,-1,2011-03-28 11:51:00,600.0,Unknown,United Kingdom,Monday,3,2011,1,28,-1486.12,True
547901,AMAZONFEE,AMAZON FEE,1,2011-03-28 11:57:00,219.76,Unknown,United Kingdom,Monday,3,2011,1,28,219.76,False
C547904,AMAZONFEE,AMAZON FEE,-1,2011-03-28 12:02:00,219.76,Unknown,United Kingdom,Monday,3,2011,1,28,-219.76,False
C547905,M,Manual,-1,2011-03-28 12:10:00,416.75,Unknown,United Kingdom,Monday,3,2011,1,28,-416.75,True
C547908,M,Manual,-1,2011-03-28 12:18:00,600.0,Unknown,United Kingdom,Monday,3,2011,1,28,-646.46,True
C547913,M,Manual,-1,2011-03-28 12:34:00,325.0,Unknown,United Kingdom,Monday,3,2011,1,28,-325.0,True
C547915,M,Manual,-1,2011-03-28 12:37:00,165.29,Unknown,United Kingdom,Monday,3,2011,1,28,-165.29,False
547935,22656,VINTAGE BLUE KITCHEN CABINET,1,2011-03-28 14:19:00,125.0,15874.0,United Kingdom,Monday,3,2011,1,28,125.0,False
547941,POST,POSTAGE,1,2011-03-28 14:46:00,150.0,16692.0,United Kingdom,Monday,3,2011,1,28,150.0,False
547964,DOT,DOTCOM POSTAGE,1,2011-03-28 15:45:00,184.6,Unknown,United Kingdom,Monday,3,2011,1,28,184.6,False
547967,DOT,DOTCOM POSTAGE,1,2011-03-28 15:49:00,229.79,Unknown,United Kingdom,Monday,3,2011,1,28,229.79,False
548163,DOT,DOTCOM POSTAGE,1,2011-03-29 13:43:00,231.79,Unknown,United Kingdom,Tuesday,3,2011,1,29,231.79,False
548164,DOT,DOTCOM POSTAGE,1,2011-03-29 13:44:00,173.42,Unknown,United Kingdom,Tuesday,3,2011,1,29,173.42,False
548165,DOT,DOTCOM POSTAGE,1,2011-03-29 13:44:00,142.83,Unknown,United Kingdom,Tuesday,3,2011,1,29,142.83,False
548166,DOT,DOTCOM POSTAGE,1,2011-03-29 13:45:00,180.17,Unknown,United Kingdom,Tuesday,3,2011,1,29,180.17,False
548167,DOT,DOTCOM POSTAGE,1,2011-03-29 13:45:00,181.88,Unknown,United Kingdom,Tuesday,3,2011,1,29,181.88,False
548168,DOT,DOTCOM POSTAGE,1,2011-03-29 13:46:00,144.75,Unknown,United Kingdom,Tuesday,3,2011,1,29,144.75,False
548194,DOT,DOTCOM POSTAGE,1,2011-03-29 15:30:00,226.92,Unknown,United Kingdom,Tuesday,3,2011,1,29,226.92,False
548203,M,Manual,1,2011-03-29 16:41:00,238.12,Unknown,United Kingdom,Tuesday,3,2011,1,29,238.12,False
548373,DOT,DOTCOM POSTAGE,1,2011-03-30 16:34:00,299.76,Unknown,United Kingdom,Wednesday,3,2011,1,30,299.76,True
C548411,D,Discount,-1,2011-03-31 10:36:00,162.24,13316.0,United Kingdom,Thursday,3,2011,1,31,-162.24,False
548490,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-03-31 13:13:00,165.0,12909.0,United Kingdom,Thursday,3,2011,1,31,165.0,False
548504,DOT,DOTCOM POSTAGE,1,2011-03-31 14:33:00,274.75,Unknown,United Kingdom,Thursday,3,2011,1,31,274.75,False
548505,DOT,DOTCOM POSTAGE,1,2011-03-31 14:34:00,236.88,Unknown,United Kingdom,Thursday,3,2011,1,31,236.88,False
548514,DOT,DOTCOM POSTAGE,1,2011-03-31 16:03:00,282.88,Unknown,United Kingdom,Thursday,3,2011,1,31,282.88,False
548516,DOT,DOTCOM POSTAGE,1,2011-03-31 16:28:00,197.3,Unknown,United Kingdom,Thursday,3,2011,1,31,197.3,False
548522,DOT,DOTCOM POSTAGE,1,2011-03-31 16:43:00,290.59,Unknown,United Kingdom,Thursday,3,2011,1,31,290.59,False
548661,POST,POSTAGE,1,2011-04-01 14:28:00,350.0,12415.0,Australia,Friday,4,2011,2,1,350.0,True
548663,DOT,DOTCOM POSTAGE,1,2011-04-01 14:44:00,244.46,Unknown,United Kingdom,Friday,4,2011,2,1,244.46,False
548725,POST,POSTAGE,1,2011-04-04 09:08:00,134.0,12678.0,France,Monday,4,2011,2,4,134.0,False
548813,M,Manual,1,2011-04-04 13:03:00,162.6,12744.0,Singapore,Monday,4,2011,2,4,162.6,False
548813,M,Manual,1,2011-04-04 13:03:00,600.0,12744.0,Singapore,Monday,4,2011,2,4,2382.92,True
548813,M,Manual,1,2011-04-04 13:03:00,239.3,12744.0,Singapore,Monday,4,2011,2,4,239.3,False
548813,M,Manual,1,2011-04-04 13:03:00,600.0,12744.0,Singapore,Monday,4,2011,2,4,1252.95,True
548820,M,Manual,1,2011-04-04 13:04:00,600.0,12744.0,Singapore,Monday,4,2011,2,4,2053.07,True
C548830,M,Manual,-1,2011-04-04 13:08:00,162.6,12744.0,Singapore,Monday,4,2011,2,4,-162.6,False
C548830,M,Manual,-1,2011-04-04 13:08:00,600.0,12744.0,Singapore,Monday,4,2011,2,4,-2382.92,True
C548830,M,Manual,-1,2011-04-04 13:08:00,239.3,12744.0,Singapore,Monday,4,2011,2,4,-239.3,False
C548830,M,Manual,-1,2011-04-04 13:08:00,600.0,12744.0,Singapore,Monday,4,2011,2,4,-1252.95,True
C548834,M,Manual,-1,2011-04-04 13:09:00,600.0,12744.0,Singapore,Monday,4,2011,2,4,-2053.07,True
548893,DOT,DOTCOM POSTAGE,1,2011-04-04 15:54:00,336.52,Unknown,United Kingdom,Monday,4,2011,2,4,336.52,True
548894,DOT,DOTCOM POSTAGE,1,2011-04-04 16:01:00,278.92,Unknown,United Kingdom,Monday,4,2011,2,4,278.92,False
548907,22655,VINTAGE RED KITCHEN CABINET,2,2011-04-05 08:25:00,125.0,15521.0,United Kingdom,Tuesday,4,2011,2,5,250.0,False
548913,M,Manual,1,2011-04-05 09:45:00,600.0,12669.0,France,Tuesday,4,2011,2,5,1136.3,True
C548914,M,Manual,-1,2011-04-05 09:46:00,600.0,12669.0,France,Tuesday,4,2011,2,5,-1136.3,True
549023,DOT,DOTCOM POSTAGE,1,2011-04-05 16:27:00,185.28,Unknown,United Kingdom,Tuesday,4,2011,2,5,185.28,False
549155,DOT,DOTCOM POSTAGE,1,2011-04-06 17:08:00,187.21,Unknown,United Kingdom,Wednesday,4,2011,2,6,187.21,False
549295,DOT,DOTCOM POSTAGE,1,2011-04-07 19:49:00,252.57,Unknown,United Kingdom,Thursday,4,2011,2,7,252.57,False
549311,22823,CHEST NATURAL WOOD 20 DRAWERS,1,2011-04-08 09:25:00,125.0,14924.0,United Kingdom,Friday,4,2011,2,8,125.0,False
C549452,D,Discount,-1,2011-04-08 14:17:00,600.0,17940.0,United Kingdom,Friday,4,2011,2,8,-1867.86,True
549468,M,Manual,1,2011-04-08 14:27:00,600.0,17940.0,United Kingdom,Friday,4,2011,2,8,1867.86,True
549524,DOT,DOTCOM POSTAGE,1,2011-04-08 15:42:00,183.2,Unknown,United Kingdom,Friday,4,2011,2,8,183.2,False
549525,DOT,DOTCOM POSTAGE,1,2011-04-08 15:44:00,134.66,Unknown,United Kingdom,Friday,4,2011,2,8,134.66,False
549547,22655,VINTAGE RED KITCHEN CABINET,1,2011-04-10 11:33:00,125.0,16359.0,United Kingdom,Sunday,4,2011,2,10,125.0,False
