Invoice_No,Stock_Code,Description,Quantity,Date,Unit_Price,Customer_ID,Country,DayOfWeek,Month,Year,Quarter,DayOfMonth,Total_Revenue,Outlier
542303,22847,BREAD BIN DINER STYLE IVORY,1,2011-01-27 11:05:00,16.95,12539.0,Spain,Thursday,1,2011,1,27,16.95,False
542303,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-01-27 11:05:00,14.95,12539.0,Spain,Thursday,1,2011,1,27,14.95,False
542303,22509,SEWING BOX RETROSPOT DESIGN ,1,2011-01-27 11:05:00,16.95,12539.0,Spain,Thursday,1,2011,1,27,16.95,False
542303,21843,RED RETROSPOT CAKE STAND,1,2011-01-27 11:05:00,10.95,12539.0,Spain,Thursday,1,2011,1,27,10.95,False
542303,22423,REGENCY CAKESTAND 3 TIER,14,2011-01-27 11:05:00,12.75,12539.0,Spain,Thursday,1,2011,1,27,178.5,False
542320,22423,REGENCY CAKESTAND 3 TIER,6,2011-01-27 11:15:00,12.75,14040.0,United Kingdom,Thursday,1,2011,1,27,76.5,False
542344,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,1,2011-01-27 11:30:00,13.29,Unknown,United Kingdom,Thursday,1,2011,1,27,13.29,False
542344,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-01-27 11:30:00,10.79,Unknown,United Kingdom,Thursday,1,2011,1,27,10.79,False
542344,21361,LOVE LARGE WOOD LETTERS ,1,2011-01-27 11:30:00,20.79,Unknown,United Kingdom,Thursday,1,2011,1,27,24.96,False
542344,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2011-01-27 11:30:00,16.63,Unknown,United Kingdom,Thursday,1,2011,1,27,33.26,False
542344,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2011-01-27 11:30:00,13.29,Unknown,United Kingdom,Thursday,1,2011,1,27,13.29,False
542344,21630,FLOOR CUSHION ELEPHANT CARNIVAL,1,2011-01-27 11:30:00,18.29,Unknown,United Kingdom,Thursday,1,2011,1,27,18.29,False
542344,21754,HOME BUILDING BLOCK WORD,1,2011-01-27 11:30:00,11.63,Unknown,United Kingdom,Thursday,1,2011,1,27,11.63,False
542344,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-01-27 11:30:00,14.13,Unknown,United Kingdom,Thursday,1,2011,1,27,14.13,False
542344,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",2,2011-01-27 11:30:00,10.79,Unknown,United Kingdom,Thursday,1,2011,1,27,21.58,False
542344,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,2011-01-27 11:30:00,16.63,Unknown,United Kingdom,Thursday,1,2011,1,27,66.52,False
542344,22192,BLUE DINER WALL CLOCK,1,2011-01-27 11:30:00,16.63,Unknown,United Kingdom,Thursday,1,2011,1,27,16.63,False
542344,22325,MOBILE VINTAGE HEARTS ,1,2011-01-27 11:30:00,11.63,Unknown,United Kingdom,Thursday,1,2011,1,27,11.63,False
542344,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-27 11:30:00,20.79,Unknown,United Kingdom,Thursday,1,2011,1,27,24.96,False
542344,22427,ENAMEL FLOWER JUG CREAM,1,2011-01-27 11:30:00,11.63,Unknown,United Kingdom,Thursday,1,2011,1,27,11.63,False
542344,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-01-27 11:30:00,10.79,Unknown,United Kingdom,Thursday,1,2011,1,27,10.79,False
542344,22617,BAKING SET SPACEBOY DESIGN,1,2011-01-27 11:30:00,10.79,Unknown,United Kingdom,Thursday,1,2011,1,27,10.79,False
542344,22654,DELUXE SEWING KIT ,1,2011-01-27 11:30:00,11.63,Unknown,United Kingdom,Thursday,1,2011,1,27,11.63,False
542344,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-27 11:30:00,10.79,Unknown,United Kingdom,Thursday,1,2011,1,27,32.37,False
542344,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2011-01-27 11:30:00,13.29,Unknown,United Kingdom,Thursday,1,2011,1,27,13.29,False
542344,22768,FAMILY PHOTO FRAME CORNICE,1,2011-01-27 11:30:00,19.96,Unknown,United Kingdom,Thursday,1,2011,1,27,19.96,False
542344,22795,SWEETHEART RECIPE BOOK STAND,1,2011-01-27 11:30:00,13.29,Unknown,United Kingdom,Thursday,1,2011,1,27,13.29,False
C542346,22423,REGENCY CAKESTAND 3 TIER,-4,2011-01-27 12:00:00,10.95,12709.0,Germany,Thursday,1,2011,1,27,-43.8,False
C542346,22606,WOODEN SKITTLES GARDEN SET,-1,2011-01-27 12:00:00,12.75,12709.0,Germany,Thursday,1,2011,1,27,-12.75,False
542353,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2011-01-27 12:19:00,12.75,16700.0,United Kingdom,Thursday,1,2011,1,27,12.75,False
542354,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-01-27 12:19:00,14.95,14709.0,United Kingdom,Thursday,1,2011,1,27,14.95,False
542360,85066,CREAM SWEETHEART MINI CHEST,1,2011-01-27 12:40:00,12.75,14701.0,United Kingdom,Thursday,1,2011,1,27,12.75,False
542360,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-01-27 12:40:00,14.95,14701.0,United Kingdom,Thursday,1,2011,1,27,14.95,False
542369,POST,POSTAGE,1,2011-01-27 13:08:00,18.0,12645.0,Germany,Thursday,1,2011,1,27,18.0,False
542371,22504,CABIN BAG VINTAGE RETROSPOT,3,2011-01-27 13:29:00,12.75,12468.0,Germany,Thursday,1,2011,1,27,38.25,False
542371,POST,POSTAGE,2,2011-01-27 13:29:00,18.0,12468.0,Germany,Thursday,1,2011,1,27,36.0,False
542373,22423,REGENCY CAKESTAND 3 TIER,16,2011-01-27 13:38:00,10.95,16767.0,United Kingdom,Thursday,1,2011,1,27,175.2,False
542375,POST,POSTAGE,2,2011-01-27 13:42:00,18.0,12626.0,Germany,Thursday,1,2011,1,27,36.0,False
C542383,22423,REGENCY CAKESTAND 3 TIER,-13,2011-01-27 14:26:00,10.95,14299.0,United Kingdom,Thursday,1,2011,1,27,-142.35,False
542384,21843,RED RETROSPOT CAKE STAND,1,2011-01-27 14:31:00,10.95,15827.0,United Kingdom,Thursday,1,2011,1,27,10.95,False
542384,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-27 14:31:00,12.75,15827.0,United Kingdom,Thursday,1,2011,1,27,12.75,False
542390,22424,ENAMEL BREAD BIN CREAM,5,2011-01-27 14:48:00,12.75,16814.0,United Kingdom,Thursday,1,2011,1,27,63.75,False
542390,85066,CREAM SWEETHEART MINI CHEST,2,2011-01-27 14:48:00,12.75,16814.0,United Kingdom,Thursday,1,2011,1,27,25.5,False
542393,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-27 15:02:00,12.75,18125.0,United Kingdom,Thursday,1,2011,1,27,12.75,False
542398,90148,LONG SILVER NECKLACE PASTEL FLOWER,1,2011-01-27 15:36:00,12.75,13174.0,United Kingdom,Thursday,1,2011,1,27,12.75,False
542398,90196A,PURPLE GEMSTONE NECKLACE 45CM,1,2011-01-27 15:36:00,12.75,13174.0,United Kingdom,Thursday,1,2011,1,27,12.75,False
542398,22423,REGENCY CAKESTAND 3 TIER,3,2011-01-27 15:36:00,12.75,13174.0,United Kingdom,Thursday,1,2011,1,27,38.25,False
542399,22839,3 TIER CAKE TIN GREEN AND CREAM,3,2011-01-27 15:38:00,14.95,15549.0,United Kingdom,Thursday,1,2011,1,27,44.849999999999994,False
C542402,22847,BREAD BIN DINER STYLE IVORY,-1,2011-01-27 16:05:00,16.95,16124.0,United Kingdom,Thursday,1,2011,1,27,-16.95,False
C542402,22849,BREAD BIN DINER STYLE MINT,-1,2011-01-27 16:05:00,16.95,16124.0,United Kingdom,Thursday,1,2011,1,27,-16.95,False
C542402,22848,BREAD BIN DINER STYLE PINK,-1,2011-01-27 16:05:00,16.95,16124.0,United Kingdom,Thursday,1,2011,1,27,-16.95,False
542408,21843,RED RETROSPOT CAKE STAND,1,2011-01-27 16:29:00,10.95,13280.0,United Kingdom,Thursday,1,2011,1,27,10.95,False
542420,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2011-01-27 18:05:00,12.75,17180.0,United Kingdom,Thursday,1,2011,1,27,12.75,False
542420,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-27 18:05:00,12.75,17180.0,United Kingdom,Thursday,1,2011,1,27,25.5,False
542422,22849,BREAD BIN DINER STYLE MINT,1,2011-01-27 19:33:00,16.95,14702.0,United Kingdom,Thursday,1,2011,1,27,16.95,False
542422,22849,BREAD BIN DINER STYLE MINT,1,2011-01-27 19:33:00,16.95,14702.0,United Kingdom,Thursday,1,2011,1,27,16.95,False
542422,22847,BREAD BIN DINER STYLE IVORY,1,2011-01-27 19:33:00,16.95,14702.0,United Kingdom,Thursday,1,2011,1,27,16.95,False
542425,POST,POSTAGE,2,2011-01-28 09:20:00,18.0,12574.0,France,Friday,1,2011,1,28,36.0,False
C542426,22423,REGENCY CAKESTAND 3 TIER,-2,2011-01-28 09:32:00,12.75,14146.0,United Kingdom,Friday,1,2011,1,28,-25.5,False
542428,22838,3 TIER CAKE TIN RED AND CREAM,8,2011-01-28 10:00:00,14.95,17404.0,Sweden,Friday,1,2011,1,28,119.6,False
542431,85066,CREAM SWEETHEART MINI CHEST,2,2011-01-28 10:28:00,12.75,12853.0,United Kingdom,Friday,1,2011,1,28,25.5,False
542433,POST,POSTAGE,2,2011-01-28 10:45:00,18.0,12726.0,France,Friday,1,2011,1,28,36.0,False
542470,22824,3 TIER SWEETHEART GARDEN SHELF,1,2011-01-28 11:27:00,20.79,14133.0,United Kingdom,Friday,1,2011,1,28,35.95,False
542506,22847,BREAD BIN DINER STYLE IVORY,4,2011-01-28 12:06:00,14.95,16523.0,United Kingdom,Friday,1,2011,1,28,59.8,False
542506,22848,BREAD BIN DINER STYLE PINK,4,2011-01-28 12:06:00,14.95,16523.0,United Kingdom,Friday,1,2011,1,28,59.8,False
542506,22849,BREAD BIN DINER STYLE MINT,4,2011-01-28 12:06:00,14.95,16523.0,United Kingdom,Friday,1,2011,1,28,59.8,False
542511,22423,REGENCY CAKESTAND 3 TIER,6,2011-01-28 12:07:00,12.75,15527.0,United Kingdom,Friday,1,2011,1,28,76.5,False
542520,21843,RED RETROSPOT CAKE STAND,1,2011-01-28 12:21:00,10.95,15547.0,United Kingdom,Friday,1,2011,1,28,10.95,False
542521,22461,SAVOY ART DECO CLOCK,1,2011-01-28 12:28:00,12.75,17965.0,United Kingdom,Friday,1,2011,1,28,12.75,False
542526,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-28 12:43:00,12.75,14659.0,United Kingdom,Friday,1,2011,1,28,25.5,False
542528,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-28 13:04:00,12.75,13141.0,United Kingdom,Friday,1,2011,1,28,25.5,False
542534,22605,WOODEN CROQUET GARDEN SET,3,2011-01-28 13:27:00,14.95,13707.0,United Kingdom,Friday,1,2011,1,28,44.849999999999994,False
542535,22605,WOODEN CROQUET GARDEN SET,2,2011-01-28 13:37:00,14.95,12735.0,France,Friday,1,2011,1,28,29.9,False
542535,POST,POSTAGE,3,2011-01-28 13:37:00,18.0,12735.0,France,Friday,1,2011,1,28,54.0,False
542536,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-01-28 13:37:00,16.63,Unknown,United Kingdom,Friday,1,2011,1,28,16.63,False
542536,21621,VINTAGE UNION JACK BUNTING,3,2011-01-28 13:37:00,12.46,Unknown,United Kingdom,Friday,1,2011,1,28,37.38,False
542536,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-01-28 13:37:00,12.46,Unknown,United Kingdom,Friday,1,2011,1,28,12.46,False
542536,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-01-28 13:37:00,12.46,Unknown,United Kingdom,Friday,1,2011,1,28,37.38,False
542536,22423,REGENCY CAKESTAND 3 TIER,3,2011-01-28 13:37:00,20.79,Unknown,United Kingdom,Friday,1,2011,1,28,74.88,False
542536,47566,PARTY BUNTING,3,2011-01-28 13:37:00,10.79,Unknown,United Kingdom,Friday,1,2011,1,28,32.37,False
542536,48187,DOORMAT NEW ENGLAND,2,2011-01-28 13:37:00,12.46,Unknown,United Kingdom,Friday,1,2011,1,28,24.92,False
C542539,22423,REGENCY CAKESTAND 3 TIER,-7,2011-01-28 14:07:00,10.95,14229.0,United Kingdom,Friday,1,2011,1,28,-76.64999999999999,False
542541,21128,GOLD FISHING GNOME,1,2011-01-28 14:25:00,12.46,Unknown,United Kingdom,Friday,1,2011,1,28,12.46,False
542541,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-01-28 14:25:00,10.79,Unknown,United Kingdom,Friday,1,2011,1,28,10.79,False
542541,DCGS0069,OOH LA LA DOGS COLLAR,1,2011-01-28 14:25:00,15.79,Unknown,United Kingdom,Friday,1,2011,1,28,15.79,False
542541,21754,HOME BUILDING BLOCK WORD,2,2011-01-28 14:25:00,11.63,Unknown,United Kingdom,Friday,1,2011,1,28,23.26,False
542541,21755,LOVE BUILDING BLOCK WORD,2,2011-01-28 14:25:00,11.63,Unknown,United Kingdom,Friday,1,2011,1,28,23.26,False
542541,21906,PHARMACIE FIRST AID TIN,1,2011-01-28 14:25:00,13.29,Unknown,United Kingdom,Friday,1,2011,1,28,13.29,False
542541,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-01-28 14:25:00,19.96,Unknown,United Kingdom,Friday,1,2011,1,28,19.96,False
542541,22215,CAKE STAND WHITE TWO TIER LACE,1,2011-01-28 14:25:00,16.63,Unknown,United Kingdom,Friday,1,2011,1,28,16.63,False
542541,22281,EASTER TREE YELLOW BIRDS,1,2011-01-28 14:25:00,12.46,Unknown,United Kingdom,Friday,1,2011,1,28,12.46,False
542541,22366,DOORMAT AIRMAIL ,1,2011-01-28 14:25:00,14.13,Unknown,United Kingdom,Friday,1,2011,1,28,14.13,False
542541,22427,ENAMEL FLOWER JUG CREAM,1,2011-01-28 14:25:00,11.63,Unknown,United Kingdom,Friday,1,2011,1,28,11.63,False
542541,22485,SET OF 2 WOODEN MARKET CRATES,1,2011-01-28 14:25:00,20.79,Unknown,United Kingdom,Friday,1,2011,1,28,24.96,False
542541,22498,WOODEN REGATTA BUNTING,1,2011-01-28 14:25:00,12.46,Unknown,United Kingdom,Friday,1,2011,1,28,12.46,False
542541,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-01-28 14:25:00,10.79,Unknown,United Kingdom,Friday,1,2011,1,28,10.79,False
542541,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-01-28 14:25:00,16.63,Unknown,United Kingdom,Friday,1,2011,1,28,16.63,False
542541,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,2011-01-28 14:25:00,20.79,Unknown,United Kingdom,Friday,1,2011,1,28,29.17,False
542541,22795,SWEETHEART RECIPE BOOK STAND,1,2011-01-28 14:25:00,13.29,Unknown,United Kingdom,Friday,1,2011,1,28,13.29,False
542541,22796,PHOTO FRAME 3 CLASSIC HANGING,1,2011-01-28 14:25:00,20.79,Unknown,United Kingdom,Friday,1,2011,1,28,20.79,False
542541,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-01-28 14:25:00,10.79,Unknown,United Kingdom,Friday,1,2011,1,28,10.79,False
542541,48184,DOORMAT ENGLISH ROSE ,1,2011-01-28 14:25:00,14.13,Unknown,United Kingdom,Friday,1,2011,1,28,14.13,False
542541,48194,DOORMAT HEARTS,1,2011-01-28 14:25:00,14.13,Unknown,United Kingdom,Friday,1,2011,1,28,14.13,False
542541,79030D,"TUMBLER, BAROQUE",1,2011-01-28 14:25:00,12.46,Unknown,United Kingdom,Friday,1,2011,1,28,12.46,False
542541,84631,FRUIT TREE AND BIRDS WALL PLAQUE,1,2011-01-28 14:25:00,15.79,Unknown,United Kingdom,Friday,1,2011,1,28,15.79,False
542543,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-28 14:42:00,12.75,13141.0,United Kingdom,Friday,1,2011,1,28,25.5,False
542586,POST,POSTAGE,2,2011-01-28 15:45:00,20.79,12377.0,Switzerland,Friday,1,2011,1,28,80.0,False
542591,84078A,SET/4 WHITE RETRO STORAGE CUBES ,3,2011-01-28 16:42:00,20.79,13089.0,United Kingdom,Friday,1,2011,1,28,119.85000000000001,False
542597,21781,MA CAMPAGNE CUTLERY BOX,1,2011-01-30 10:33:00,14.95,16326.0,United Kingdom,Sunday,1,2011,1,30,14.95,False
542600,21258,VICTORIAN SEWING BOX LARGE,1,2011-01-30 11:11:00,12.75,16923.0,United Kingdom,Sunday,1,2011,1,30,12.75,False
542601,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-01-30 11:52:00,14.95,16897.0,United Kingdom,Sunday,1,2011,1,30,14.95,False
542602,21843,RED RETROSPOT CAKE STAND,1,2011-01-30 12:09:00,10.95,15579.0,United Kingdom,Sunday,1,2011,1,30,10.95,False
542603,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-30 12:09:00,12.75,16985.0,United Kingdom,Sunday,1,2011,1,30,25.5,False
C542604,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,-2,2011-01-30 12:35:00,16.95,13148.0,United Kingdom,Sunday,1,2011,1,30,-33.9,False
542607,22770,MIRROR CORNICE,1,2011-01-30 13:48:00,14.95,13148.0,United Kingdom,Sunday,1,2011,1,30,14.95,False
542607,21361,LOVE LARGE WOOD LETTERS ,1,2011-01-30 13:48:00,12.75,13148.0,United Kingdom,Sunday,1,2011,1,30,12.75,False
542608,21686,MEDINA STAMPED METAL STOOL,1,2011-01-30 13:51:00,20.79,16770.0,United Kingdom,Sunday,1,2011,1,30,39.95,False
542615,21476,STEEL SWEETHEART ROUND TABLE CREAM,1,2011-01-30 15:22:00,14.95,13148.0,United Kingdom,Sunday,1,2011,1,30,14.95,False
542617,85066,CREAM SWEETHEART MINI CHEST,2,2011-01-30 15:48:00,12.75,17463.0,United Kingdom,Sunday,1,2011,1,30,25.5,False
542619,85066,CREAM SWEETHEART MINI CHEST,2,2011-01-30 15:54:00,12.75,13869.0,United Kingdom,Sunday,1,2011,1,30,25.5,False
542619,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-30 15:54:00,12.75,13869.0,United Kingdom,Sunday,1,2011,1,30,12.75,False
542619,22832,BROCANTE SHELF WITH HOOKS,2,2011-01-30 15:54:00,10.79,13869.0,United Kingdom,Sunday,1,2011,1,30,21.5,False
542621,21843,RED RETROSPOT CAKE STAND,1,2011-01-31 09:05:00,10.95,12528.0,Germany,Monday,1,2011,1,31,10.95,False
542621,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-31 09:05:00,12.75,12528.0,Germany,Monday,1,2011,1,31,12.75,False
542621,47570B,TEA TIME TABLE CLOTH,2,2011-01-31 09:05:00,10.79,12528.0,Germany,Monday,1,2011,1,31,21.3,False
542621,POST,POSTAGE,3,2011-01-31 09:05:00,18.0,12528.0,Germany,Monday,1,2011,1,31,54.0,False
542622,48111,DOORMAT 3 SMILEY CATS,1,2011-01-31 09:09:00,14.13,Unknown,United Kingdom,Monday,1,2011,1,31,14.13,False
542622,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2011-01-31 09:09:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542622,21625,VINTAGE UNION JACK APRON,1,2011-01-31 09:09:00,14.13,Unknown,United Kingdom,Monday,1,2011,1,31,14.13,False
542622,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-01-31 09:09:00,14.13,Unknown,United Kingdom,Monday,1,2011,1,31,14.13,False
542622,20679,EDWARDIAN PARASOL RED,1,2011-01-31 09:09:00,12.46,Unknown,United Kingdom,Monday,1,2011,1,31,12.46,False
542622,22427,ENAMEL FLOWER JUG CREAM,1,2011-01-31 09:09:00,11.63,Unknown,United Kingdom,Monday,1,2011,1,31,11.63,False
542622,22605,WOODEN CROQUET GARDEN SET,1,2011-01-31 09:09:00,20.79,Unknown,United Kingdom,Monday,1,2011,1,31,24.96,False
542622,22617,BAKING SET SPACEBOY DESIGN,2,2011-01-31 09:09:00,10.79,Unknown,United Kingdom,Monday,1,2011,1,31,21.58,False
542622,22624,IVORY KITCHEN SCALES,1,2011-01-31 09:09:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542622,22626,BLACK KITCHEN SCALES,1,2011-01-31 09:09:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542622,22627,MINT KITCHEN SCALES,1,2011-01-31 09:09:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542622,22654,DELUXE SEWING KIT ,1,2011-01-31 09:09:00,11.63,Unknown,United Kingdom,Monday,1,2011,1,31,11.63,False
542622,22768,FAMILY PHOTO FRAME CORNICE,1,2011-01-31 09:09:00,19.96,Unknown,United Kingdom,Monday,1,2011,1,31,19.96,False
542622,22781,GUMBALL MAGAZINE RACK,1,2011-01-31 09:09:00,14.96,Unknown,United Kingdom,Monday,1,2011,1,31,14.96,False
542622,22796,PHOTO FRAME 3 CLASSIC HANGING,1,2011-01-31 09:09:00,20.79,Unknown,United Kingdom,Monday,1,2011,1,31,20.79,False
542622,35637C,PINK STRING CURTAIN WITH POLE,1,2011-01-31 09:09:00,19.13,Unknown,United Kingdom,Monday,1,2011,1,31,19.13,False
542624,21257,VICTORIAN SEWING BOX MEDIUM,1,2011-01-31 09:48:00,15.79,Unknown,United Kingdom,Monday,1,2011,1,31,15.79,False
542624,22119,PEACE WOODEN BLOCK LETTERS,1,2011-01-31 09:48:00,14.13,Unknown,United Kingdom,Monday,1,2011,1,31,14.13,False
542624,21042,RED RETROSPOT APRON ,1,2011-01-31 09:48:00,12.46,Unknown,United Kingdom,Monday,1,2011,1,31,12.46,False
542624,48116,DOORMAT MULTICOLOUR STRIPE,1,2011-01-31 09:48:00,14.13,Unknown,United Kingdom,Monday,1,2011,1,31,14.13,False
542625,22282,12 EGG HOUSE PAINTED WOOD,1,2011-01-31 09:50:00,20.79,Unknown,United Kingdom,Monday,1,2011,1,31,24.96,False
542625,22507,MEMO BOARD RETROSPOT  DESIGN,2,2011-01-31 09:50:00,10.79,Unknown,United Kingdom,Monday,1,2011,1,31,21.58,False
542625,22625,RED KITCHEN SCALES,1,2011-01-31 09:50:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542625,22795,SWEETHEART RECIPE BOOK STAND,1,2011-01-31 09:50:00,13.29,Unknown,United Kingdom,Monday,1,2011,1,31,13.29,False
542625,48116,DOORMAT MULTICOLOUR STRIPE,1,2011-01-31 09:50:00,14.13,Unknown,United Kingdom,Monday,1,2011,1,31,14.13,False
542625,48138,DOORMAT UNION FLAG,1,2011-01-31 09:50:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542625,48185,DOORMAT FAIRY CAKE,1,2011-01-31 09:50:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542625,79321,CHILLI LIGHTS,1,2011-01-31 09:50:00,10.79,Unknown,United Kingdom,Monday,1,2011,1,31,10.79,False
542625,85174,S/4 CACTI CANDLES,1,2011-01-31 09:50:00,10.79,Unknown,United Kingdom,Monday,1,2011,1,31,10.79,False
542626,POST,POSTAGE,2,2011-01-31 09:51:00,18.0,12720.0,Germany,Monday,1,2011,1,31,36.0,False
542627,22847,BREAD BIN DINER STYLE IVORY,1,2011-01-31 09:51:00,16.95,14426.0,United Kingdom,Monday,1,2011,1,31,16.95,False
542628,22849,BREAD BIN DINER STYLE MINT,4,2011-01-31 09:55:00,14.95,14426.0,United Kingdom,Monday,1,2011,1,31,59.8,False
542628,22424,ENAMEL BREAD BIN CREAM,1,2011-01-31 09:55:00,12.75,14426.0,United Kingdom,Monday,1,2011,1,31,12.75,False
542628,22847,BREAD BIN DINER STYLE IVORY,4,2011-01-31 09:55:00,14.95,14426.0,United Kingdom,Monday,1,2011,1,31,59.8,False
542633,20685,DOORMAT RED RETROSPOT,1,2011-01-31 10:31:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542633,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-01-31 10:31:00,12.46,Unknown,United Kingdom,Monday,1,2011,1,31,24.92,False
542633,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-31 10:31:00,20.79,Unknown,United Kingdom,Monday,1,2011,1,31,49.92,False
542633,47566,PARTY BUNTING,1,2011-01-31 10:31:00,10.79,Unknown,United Kingdom,Monday,1,2011,1,31,10.79,False
542633,48189,DOORMAT FRIENDSHIP ,1,2011-01-31 10:31:00,16.63,Unknown,United Kingdom,Monday,1,2011,1,31,16.63,False
542634,22605,WOODEN CROQUET GARDEN SET,2,2011-01-31 10:42:00,14.95,15448.0,United Kingdom,Monday,1,2011,1,31,29.9,False
C542640,22423,REGENCY CAKESTAND 3 TIER,-4,2011-01-31 11:22:00,10.95,16839.0,United Kingdom,Monday,1,2011,1,31,-43.8,False
C542642,22423,REGENCY CAKESTAND 3 TIER,-1,2011-01-31 11:27:00,12.75,15827.0,United Kingdom,Monday,1,2011,1,31,-12.75,False
C542645,22760,"TRAY, BREAKFAST IN BED",-1,2011-01-31 11:37:00,12.75,14180.0,United Kingdom,Monday,1,2011,1,31,-12.75,False
542647,22526,WHEELBARROW FOR CHILDREN ,1,2011-01-31 11:46:00,12.75,18245.0,United Kingdom,Monday,1,2011,1,31,12.75,False
542648,22847,BREAD BIN DINER STYLE IVORY,4,2011-01-31 11:46:00,14.95,12476.0,Germany,Monday,1,2011,1,31,59.8,False
542648,22849,BREAD BIN DINER STYLE MINT,4,2011-01-31 11:46:00,14.95,12476.0,Germany,Monday,1,2011,1,31,59.8,False
542648,22605,WOODEN CROQUET GARDEN SET,2,2011-01-31 11:46:00,14.95,12476.0,Germany,Monday,1,2011,1,31,29.9,False
542648,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-31 11:46:00,12.75,12476.0,Germany,Monday,1,2011,1,31,25.5,False
542648,POST,POSTAGE,5,2011-01-31 11:46:00,18.0,12476.0,Germany,Monday,1,2011,1,31,90.0,False
542664,21754,HOME BUILDING BLOCK WORD,1,2011-01-31 12:14:00,11.63,Unknown,United Kingdom,Monday,1,2011,1,31,11.63,False
542664,21906,PHARMACIE FIRST AID TIN,1,2011-01-31 12:14:00,13.29,Unknown,United Kingdom,Monday,1,2011,1,31,13.29,False
542664,15056BL,EDWARDIAN PARASOL BLACK,1,2011-01-31 12:14:00,12.46,Unknown,United Kingdom,Monday,1,2011,1,31,12.46,False
542664,15056N,EDWARDIAN PARASOL NATURAL,1,2011-01-31 12:14:00,12.46,Unknown,United Kingdom,Monday,1,2011,1,31,12.46,False
542664,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-01-31 12:14:00,10.79,Unknown,United Kingdom,Monday,1,2011,1,31,10.79,False
542664,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-01-31 12:14:00,10.79,Unknown,United Kingdom,Monday,1,2011,1,31,10.79,False
542664,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-01-31 12:14:00,19.96,Unknown,United Kingdom,Monday,1,2011,1,31,19.96,False
542664,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-01-31 12:14:00,10.79,Unknown,United Kingdom,Monday,1,2011,1,31,10.79,False
542664,22282,12 EGG HOUSE PAINTED WOOD,1,2011-01-31 12:14:00,20.79,Unknown,United Kingdom,Monday,1,2011,1,31,24.96,False
542664,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-31 12:14:00,20.79,Unknown,United Kingdom,Monday,1,2011,1,31,49.92,False
